x,y,speed,Player.x,Player.y
630.44006,432.3881,70.0,982.0,594.0
640.1784,439.34933,70.0,982.0,594.0
649.7665,446.20316,70.0,982.0,594.0
658.923,452.74844,70.0,981.0,594.0
668.0564,459.27725,70.0,979.0,594.0
677.51215,466.0365,70.0,975.0,594.0
686.5005,472.46164,70.0,972.0,596.0
696.3714,479.51764,70.0,967.0,596.0
705.83386,486.28165,70.0,962.0,598.0
715.2259,492.99536,70.0,953.0,601.0
724.6068,499.70108,70.0,944.0,605.0
733.97797,506.39984,70.0,932.0,610.0
733.97797,506.39984,70.0,922.0,615.0
744.2542,513.7456,70.0,916.0,617.0
752.7982,519.8531,70.0,913.0,618.0
762.17883,526.5586,70.0,912.0,618.0
771.33673,533.1049,70.0,912.0,618.0
780.4893,539.64746,70.0,912.0,618.0
789.67926,546.2167,70.0,912.0,618.0
798.83575,552.76196,70.0,912.0,618.0
808.08307,559.3722,70.0,912.0,618.0
817.39264,566.027,70.0,912.0,618.0
826.81696,572.76373,70.0,912.0,618.0
836.2446,579.5029,70.0,912.0,618.0
845.6817,586.24884,70.0,912.0,618.0
850.59393,590.99927,69.63085,914.0,610.0
839.9547,585.0757,70.0,916.0,608.0
830.39984,579.75586,70.0,917.0,606.0
820.2834,574.12335,70.0,918.0,605.0
810.056,568.42914,70.0,918.0,605.0
799.4866,562.54443,70.0,918.0,605.0
790.26416,557.4097,70.0,918.0,605.0
780.46344,551.95306,70.0,918.0,605.0
770.66156,546.4957,70.0,918.0,605.0
760.82135,541.017,70.0,918.0,605.0
750.83734,535.4583,70.0,918.0,605.0
741.00616,529.9847,70.0,918.0,604.0
730.88196,524.34784,70.0,918.0,604.0
721.4939,519.1209,70.0,919.0,603.0
710.5809,513.0449,70.0,919.0,603.0
699.96893,507.13657,70.0,919.0,602.0
690.13477,501.66125,70.0,919.0,602.0
679.9633,495.99814,70.0,919.0,602.0
669.999,490.45035,70.0,919.0,601.0
659.71423,484.72415,70.0,919.0,601.0
649.3454,478.95114,70.0,919.0,601.0
638.81067,473.08575,70.0,919.0,601.0
628.7887,467.50586,70.0,919.0,601.0
617.3982,461.16403,70.0,919.0,601.0
607.0022,455.3759,70.0,919.0,601.0
597.21765,449.9282,70.0,919.0,601.0
587.43164,444.47968,70.0,919.0,601.0
577.6435,439.02997,70.0,919.0,601.0
567.861,433.58344,70.0,919.0,601.0
557.4426,427.78284,70.0,919.0,601.0
547.06573,422.00534,70.0,919.0,601.0
537.0154,416.40964,70.0,919.0,600.0
526.05994,410.31003,70.0,919.0,600.0
515.8708,404.6371,70.0,919.0,600.0
505.47806,398.85077,70.0,919.0,600.0
496.2664,393.72202,70.0,919.0,600.0
485.29117,387.6114,70.0,919.0,600.0
475.44803,382.13107,70.0,919.0,600.0
465.8988,376.8144,70.0,919.0,600.0
455.32126,370.92517,70.0,919.0,600.0
445.34265,365.36942,70.0,919.0,600.0
435.5767,359.93207,70.0,919.0,600.0
425.99274,354.59607,70.0,919.0,600.0
415.50107,348.75467,70.0,919.0,600.0
405.17053,343.003,70.0,919.0,600.0
394.8041,337.23132,70.0,919.0,600.0
384.9343,331.73615,70.0,919.0,600.0
375.48856,326.47708,70.0,919.0,600.0
375.48856,326.47708,70.0,919.0,600.0
365.21246,320.7557,70.0,919.0,600.0
355.3887,315.28616,70.0,919.0,600.0
345.58176,309.826,70.0,919.0,600.0
335.78223,304.36993,70.0,919.0,600.0
325.91156,298.8743,70.0,919.0,600.0
316.08664,293.4041,70.0,919.0,600.0
305.73312,287.63962,70.0,919.0,600.0
294.72653,281.51154,70.0,919.0,600.0
285.50378,276.37662,70.0,919.0,600.0
275.1499,270.61194,70.0,919.0,600.0
264.756,264.82498,70.0,919.0,600.0
254.81238,259.28873,70.0,919.0,599.0
245.63716,254.18028,70.0,919.0,599.0
235.25789,248.40146,70.0,919.0,599.0
225.4279,242.92845,70.0,919.0,599.0
215.61705,237.46611,70.0,919.0,599.0
205.78583,231.99243,70.0,919.0,599.0
195.9499,226.51613,70.0,919.0,599.0
185.61394,220.76141,70.0,919.0,599.0
175.77856,215.28542,70.0,919.0,599.0
165.94142,209.80843,70.0,919.0,599.0
155.97896,204.26167,70.0,919.0,599.0
146.14505,198.7865,70.0,919.0,599.0
136.30222,193.30635,70.0,919.0,599.0
127.41204,188.51285,69.87954,919.0,599.0
136.79932,194.56035,70.0,919.0,599.0
146.77211,200.98506,70.0,919.0,599.0
156.2357,207.08174,70.0,919.0,599.0
166.17601,213.48552,70.0,919.0,599.0
176.18481,219.93343,70.0,919.0,599.0
185.64641,226.02881,70.0,919.0,599.0
195.05533,232.09027,70.0,919.0,599.0
204.51715,238.1858,70.0,919.0,599.0
213.98192,244.28323,70.0,919.0,599.0
223.84366,250.6364,70.0,919.0,597.0
233.30672,256.73273,70.0,921.0,596.0
242.76537,262.8262,70.0,922.0,594.0
253.30956,269.61902,70.0,922.0,592.0
262.27084,275.3921,70.0,925.0,590.0
272.1027,281.726,70.0,925.0,589.0
281.49637,287.77765,70.0,925.0,589.0
290.96085,293.87488,70.0,925.0,589.0
300.87207,300.25992,70.0,925.0,589.0
310.34543,306.36288,70.0,925.0,589.0
319.85016,312.48605,70.0,925.0,589.0
329.82413,318.91153,70.0,925.0,589.0
339.2866,325.00748,70.0,925.0,589.0
348.74814,331.1028,70.0,925.0,589.0
358.5964,337.4473,70.0,925.0,589.0
368.0577,343.54248,70.0,925.0,589.0
377.49652,349.6232,70.0,925.0,589.0
386.96677,355.72415,70.0,925.0,589.0
396.40735,361.806,70.0,925.0,589.0
406.2645,368.15622,70.0,925.0,589.0
415.7312,374.2549,70.0,925.0,589.0
425.65457,380.64777,70.0,925.0,589.0
435.09457,386.72925,70.0,925.0,589.0
444.55588,392.82443,70.0,925.0,587.0
454.1823,399.026,70.0,925.0,586.0
463.5964,405.0908,70.0,925.0,584.0
463.5964,405.0908,70.0,920.0,581.0
473.30057,411.34244,70.0,916.0,580.0
483.02133,417.60477,70.0,914.0,579.0
492.44696,423.677,70.0,912.0,579.0
502.1108,429.90268,70.0,911.0,579.0
511.5787,436.0021,70.0,909.0,579.0
521.29114,442.2591,70.0,905.0,579.0
531.72797,448.98276,70.0,900.0,579.0
541.1122,455.0283,70.0,893.0,579.0
551.8005,461.91394,70.0,889.0,579.0
560.9819,467.8288,70.0,885.0,579.0
570.0867,473.69434,70.0,883.0,579.0
579.47345,479.74155,70.0,881.0,579.0
590.0648,486.56476,70.0,875.0,579.0
599.8184,492.84827,70.0,870.0,579.0
609.23364,498.9138,70.0,864.0,579.0
619.2381,505.3589,70.0,860.0,579.0
628.0659,511.046,70.0,857.0,577.0
638.0914,517.50464,70.0,854.0,577.0
648.0596,523.9264,70.0,851.0,575.0
657.8025,530.203,70.0,847.0,574.0
667.5175,536.4617,70.0,844.0,574.0
677.1005,542.63525,70.0,841.0,573.0
687.1044,549.07996,70.0,839.0,573.0
696.9941,555.4511,70.0,838.0,573.0
706.4188,561.52277,70.0,837.0,573.0
716.4129,567.9612,70.0,836.0,573.0
726.41675,574.4059,70.0,836.0,573.0
735.24744,580.09485,70.0,834.0,573.0
745.2467,586.5366,70.0,834.0,573.0
754.6617,592.602,70.0,834.0,573.0
764.0933,598.6781,70.0,834.0,573.0
772.2693,606.0181,60.421394,835.75806,572.0597
762.585,606.1426,70.0,835.75806,572.0597
751.3361,606.2872,70.0,835.75806,572.0597
739.5079,606.4392,70.0,835.75806,572.0597
728.25616,606.5838,70.0,835.75806,572.0597
717.0045,606.7284,70.0,835.75806,572.0597
705.20667,606.88,70.0,835.75806,572.0597
693.85645,607.0259,70.0,835.75806,572.0597
682.6006,607.17053,70.0,835.75806,572.0597
672.0607,607.30597,70.0,835.75806,572.0597
660.8056,607.4506,70.0,835.75806,572.0597
648.5164,607.6086,70.0,835.75806,572.0597
635.82306,607.7717,70.0,834.0,574.0
625.3882,607.9058,70.0,847.0,576.0
613.4918,608.0587,70.0,850.0,577.0
602.2939,608.20264,70.0,859.0,579.0
591.0675,608.3469,70.0,862.0,579.0
579.1695,608.4998,70.0,863.0,579.0
567.9691,608.6438,70.0,864.0,579.0
556.10187,608.7963,70.0,865.0,579.0
544.21747,608.9491,70.0,867.0,579.0
533.6786,609.08453,70.0,869.0,581.0
521.51904,609.2408,70.0,869.0,581.0
510.97876,609.3763,70.0,870.0,581.0
499.72095,609.521,70.0,870.0,581.0
487.4266,609.679,70.0,870.0,581.0
476.88428,609.8145,70.0,870.0,581.0
464.43314,609.97455,70.0,870.0,581.0
453.2219,610.11865,70.0,870.0,581.0
453.2219,610.11865,70.0,870.0,581.0
441.31015,610.2717,70.0,870.0,581.0
430.7682,610.4072,70.0,870.0,581.0
419.51443,610.5519,70.0,870.0,581.0
407.07773,610.71173,70.0,870.0,581.0
395.49066,610.86066,70.0,870.0,581.0
384.27835,611.00476,70.0,870.0,581.0
372.8847,611.1512,70.0,870.0,581.0
362.37555,611.28625,70.0,870.0,581.0
351.06805,611.4316,70.0,870.0,581.0
339.83215,611.576,70.0,870.0,581.0
328.5733,611.7207,70.0,870.0,581.0
316.08115,611.8813,70.0,870.0,581.0
305.54666,612.01666,70.0,870.0,581.0
294.07672,612.16406,70.0,870.0,581.0
281.7779,612.32214,70.0,870.0,581.0
271.23795,612.4576,70.0,870.0,581.0
258.687,612.6189,70.0,870.0,581.0
